1.00	-1.111111e-03	4.444444e-03	-1.111111e-03	-2.900000e-01	-1.600000e-01	1.014000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
2.00	0	-1.111111e-03	2.222222e-03	-2.700000e-01	-1.500000e-01	1.020000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
3.00	2.222222e-03	1.111111e-03	2.222222e-03	-2.500000e-01	-1.300000e-01	1.012000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
4.00	-1.111111e-03	5.555556e-03	0	-3.200000e-01	-1.700000e-01	1.027000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
5.00	-2.222222e-03	0	0	-2.200000e-01	-1.800000e-01	1.006000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
6.00	-4.444444e-03	-4.444444e-03	0	-2.800000e-01	-2.300000e-01	1.015000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
7.00	-2.222222e-03	5.555556e-03	-2.222222e-03	-3.600000e-01	-2.400000e-01	1.023000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
8.00	2.222222e-03	0	-1.111111e-03	-3.200000e-01	-1.800000e-01	1.004000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
9.00	0	5.555556e-03	-2.222222e-03	-3.100000e-01	-1.700000e-01	1.020000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
10.00	-1.111111e-03	-5.555556e-03	-3.333333e-03	-2.300000e-01	-1.700000e-01	1.009000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
11.00	-1.111111e-03	0	-2.222222e-03	-2.900000e-01	-1.800000e-01	1.018000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
12.00	2.222222e-03	0	-1.111111e-03	-2.900000e-01	-1.600000e-01	1.028000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
13.00	1.111111e-03	7.777778e-03	0	-2.400000e-01	-1.200000e-01	1.016000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
14.00	-3.333333e-03	7.777778e-03	-1.111111e-03	-3.300000e-01	-1.300000e-01	1.021000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
15.00	0	-2.222222e-03	0	-2.800000e-01	-1.500000e-01	1.024000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
16.00	0	6.666667e-03	0	-1.900000e-01	-1.500000e-01	1.011000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
17.00	0	0	1.111111e-03	-2.400000e-01	-1.600000e-01	1.008000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
18.00	3.333333e-03	-7.777778e-03	-1.111111e-03	-2.900000e-01	-1.800000e-01	1.025000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
19.00	2.222222e-03	0	0	-2.100000e-01	-1.300000e-01	1.004000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
20.00	-1.111111e-03	2.222222e-03	3.333333e-03	-3.000000e-01	-1.200000e-01	1.017000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
21.00	-1.111111e-03	-2.222222e-03	4.444444e-03	-2.600000e-01	-1.500000e-01	1.023000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
22.00	-4.444444e-03	0	3.333333e-03	-2.800000e-01	-1.600000e-01	1.008000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
23.00	0	-1.000000e-02	2.222222e-03	-3.100000e-01	-1.800000e-01	1.018000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
24.00	0	-3.333333e-03	2.222222e-03	-2.500000e-01	-1.900000e-01	1.019000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
25.00	2.222222e-03	5.555556e-03	1.111111e-03	-2.900000e-01	-1.700000e-01	1.012000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
26.00	3.333333e-03	-6.666667e-03	2.222222e-03	-3.300000e-01	-1.800000e-01	1.010000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
27.00	3.333333e-03	-7.777778e-03	2.222222e-03	-2.600000e-01	-1.400000e-01	1.022000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
28.00	0	5.555556e-03	3.333333e-03	-3.200000e-01	-1.000000e-01	1.013000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
29.00	-3.333333e-03	-4.444444e-03	1.111111e-03	-3.500000e-01	-1.400000e-01	1.018000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
30.00	-2.222222e-03	-5.555556e-03	4.444444e-03	-2.400000e-01	-2.000000e-01	1.014000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
31.00	1.111111e-03	1.111111e-03	3.333333e-03	-2.500000e-01	-2.300000e-01	1.018000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
32.00	-1.111111e-03	-1.111111e-03	0	-2.800000e-01	-2.100000e-01	1.015000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
33.00	-1.111111e-03	-7.777778e-03	-2.222222e-03	-2.800000e-01	-2.400000e-01	1.023000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
34.00	3.333333e-03	-7.777778e-03	1.111111e-03	-2.700000e-01	-1.800000e-01	1.021000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
35.00	-1.111111e-03	1.111111e-03	0	-2.700000e-01	-1.600000e-01	1.015000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
36.00	-3.333333e-03	-3.333333e-03	0	-2.800000e-01	-2.100000e-01	1.018000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
37.00	1.111111e-03	-2.222222e-03	1.111111e-03	-2.500000e-01	-1.900000e-01	1.016000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
38.00	0	4.444444e-03	0	-2.900000e-01	-1.300000e-01	1.018000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
39.00	1.111111e-03	0	3.333333e-03	-3.200000e-01	-1.200000e-01	1.003000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
40.00	-3.333333e-03	-6.666667e-03	3.333333e-03	-3.600000e-01	-1.400000e-01	1.021000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
41.00	-1.111111e-03	-6.666667e-03	4.444444e-03	-3.100000e-01	-1.700000e-01	1.031000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
42.00	-3.333333e-03	4.444444e-03	0	-2.800000e-01	-2.000000e-01	1.005000e+01	-1.437500e+00	9.375000e-01	5.187500e+00
